,STATE/UT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
383,DAMAN & DIU,2012,6,10,0,10,0,10,6,0,6,2,0,6,52,110,84,26,18,12,16,0,22,34,0,0,0,6,0,76,92,478
384,DELHI UT,2001,1094,1020,126,762,0,762,3254,1928,1326,96,148,1248,6058,38552,15788,22764,330,958,4366,84,100,4022,226,1004,180,276,0,864,44000,108768
385,DELHI UT,2002,1062,880,136,806,0,806,2646,1786,860,94,134,1004,4720,33250,14868,18382,278,888,4196,92,114,3702,270,892,256,270,0,832,41752,98274
386,DELHI UT,2003,970,814,130,980,0,980,2312,1594,718,56,214,882,3796,31088,14890,16198,160,862,4158,86,120,3416,260,978,210,2422,0,804,40090,94808
387,DELHI UT,2004,962,1038,160,1102,0,1102,2418,1762,656,60,270,922,3750,37988,17746,20242,134,890,4644,88,76,3560,252,1202,260,2508,0,866,44096,107246
388,DELHI UT,2005,910,934,128,1316,0,1316,3180,2212,968,54,314,1020,4186,35910,17724,18186,122,788,4756,72,94,3628,228,1524,450,2648,2,1268,48598,112130
389,DELHI UT,2006,952,1020,150,1246,0,1246,2884,2132,752,28,400,1082,3900,34996,18732,16264,174,884,4626,84,66,3636,274,1436,288,3456,0,734,53610,115926
390,DELHI UT,2007,990,1060,188,1196,0,1196,3376,2334,1042,68,458,1114,4110,34074,17748,16326,174,902,4672,82,62,3472,276,1736,334,3574,0,504,49708,112130
391,DELHI UT,2008,1108,778,132,932,0,932,3134,2272,862,48,268,1082,3852,37734,22040,15694,142,710,2986,82,82,3872,258,1222,260,2774,0,1452,35792,98700
392,DELHI UT,2009,1104,738,168,938,0,938,5072,3310,1762,72,138,1030,3466,43462,26448,17014,114,666,4000,94,68,3876,282,1104,236,2566,0,1692,29616,100502
393,DELHI UT,2010,1130,622,142,1014,0,1014,6416,3480,2936,64,62,1198,3004,46176,29932,16244,106,546,3690,66,104,3850,286,1202,160,2808,0,1828,28110,102584
394,DELHI UT,2011,1086,772,142,1144,0,1144,7534,4170,3364,66,50,1124,2838,45798,29336,16462,100,674,5180,88,84,3892,284,1314,324,3150,0,2336,28726,106706
395,DELHI UT,2012,1042,878,164,1412,0,1412,7940,4320,3620,56,26,1216,3430,44064,28782,15282,158,682,4982,122,158,3494,268,1454,416,3970,0,1826,30816,108574
396,LAKSHADWEEP,2001,2,0,0,0,0,0,0,0,0,0,0,0,2,20,0,20,2,2,0,0,4,6,0,0,0,0,0,0,34,72
397,LAKSHADWEEP,2002,0,0,0,2,0,2,0,0,0,0,0,0,18,24,0,24,36,0,0,0,4,10,0,2,0,0,0,0,10,106
398,LAKSHADWEEP,2003,0,0,0,4,0,4,0,0,0,0,0,0,12,16,2,14,8,0,0,0,4,2,0,2,0,2,0,0,12,62
399,LAKSHADWEEP,2004,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,10,74,0,0,2,0,12,0,0,0,2,0,0,36,140
400,LAKSHADWEEP,2005,2,0,0,0,0,0,0,0,0,0,0,0,4,14,0,14,12,0,0,0,0,8,0,0,0,0,0,0,44,84
401,LAKSHADWEEP,2006,0,4,0,0,0,0,0,0,0,0,0,0,4,34,2,32,24,0,0,0,8,10,0,0,0,2,0,0,74,160
402,LAKSHADWEEP,2007,0,4,0,2,0,2,0,0,0,0,0,0,4,40,4,36,2,0,0,0,0,0,0,4,0,4,0,0,52,112
403,LAKSHADWEEP,2008,2,0,0,4,0,4,2,2,0,0,0,0,6,16,2,14,24,0,0,0,4,24,0,0,0,2,0,0,106,190
404,LAKSHADWEEP,2009,0,2,0,2,0,2,0,0,0,6,0,0,2,20,10,10,88,0,0,0,4,28,0,0,0,0,0,0,116,268
405,LAKSHADWEEP,2010,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,6,0,0,0,4,2,0,0,0,0,0,0,52,84
406,LAKSHADWEEP,2011,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,2,0,0,6,6,0,0,0,0,0,0,54,88
407,LAKSHADWEEP,2012,0,0,0,0,0,0,0,0,0,0,0,0,6,14,2,12,20,0,0,0,6,6,0,2,0,2,0,0,64,120
408,PUDUCHERRY,2001,50,64,2,18,0,18,8,6,2,2,0,8,222,1056,568,488,200,10,46,6,62,1270,2,70,54,6,0,332,4648,8136
409,PUDUCHERRY,2002,58,86,4,12,0,12,20,12,8,4,0,12,258,1052,516,536,386,22,62,6,44,2186,10,118,52,18,0,380,4084,8874
410,PUDUCHERRY,2003,58,64,0,4,0,4,36,26,10,4,0,22,252,1134,590,544,318,24,64,2,36,2106,2,112,54,8,0,364,4370,9034
411,PUDUCHERRY,2004,50,36,28,8,0,8,20,16,4,0,0,2,172,1268,644,624,294,14,70,4,18,1948,12,100,60,4,0,352,4780,9240
412,PUDUCHERRY,2005,38,48,16,12,0,12,12,6,6,2,0,10,134,932,470,462,318,16,82,0,18,1714,8,120,52,12,0,448,5158,9150
413,PUDUCHERRY,2006,60,48,6,18,0,18,36,26,10,4,0,6,168,1120,640,480,388,12,72,4,44,1854,6,112,78,38,0,418,4882,9374
414,PUDUCHERRY,2007,68,84,4,18,0,18,40,28,12,2,4,16,172,1574,996,578,290,12,90,2,36,1808,4,178,64,34,0,534,5074,10108
415,PUDUCHERRY,2008,70,70,6,16,0,16,34,18,16,20,6,20,180,1376,886,490,330,26,106,4,18,1746,4,130,42,24,0,414,5336,9978
416,PUDUCHERRY,2009,74,50,10,2,0,2,36,26,10,14,10,18,142,1422,1004,418,282,14,94,10,22,1802,0,106,32,20,0,466,4556,9182
417,PUDUCHERRY,2010,66,38,32,6,0,6,34,28,6,4,20,10,144,1068,768,300,262,24,154,6,20,1612,2,92,44,14,0,484,3734,7870
418,PUDUCHERRY,2011,64,44,24,14,0,14,24,18,6,10,20,22,130,1414,1022,392,250,18,108,8,20,1706,2,70,32,20,0,486,4238,8724
419,PUDUCHERRY,2012,58,54,24,26,0,26,38,32,6,10,30,32,154,1316,924,392,252,18,180,12,42,1636,0,18,4,12,0,526,4120,8562
